names,scores,logfoldchanges,pvals,pvals_adj
AC055822.1,-0.26527384,-0.2681667,0.7907985107073459,1.0
FAM189B,-0.2653475,-0.3076862,0.790741775988187,1.0
ENO1-AS1,-0.26544747,-0.5877341,0.790664780642898,1.0
PAK3,-0.26574206,-1.8515183,0.7904378588804921,1.0
Z99774.1,-0.26575258,-1.8950157,0.7904297548602939,1.0
TRAV26-1,-0.26607877,-3.337341,0.7901785414779875,1.0
C19orf25,-0.26617873,0.068006806,0.7901015610949702,1.0
TBCCD1,-0.2667364,-0.11265912,0.7896721291974245,1.0
C11orf65,-0.26683635,-0.4547182,0.7895951623023537,1.0
CEBPE,-0.26699418,-1.179308,0.7894736398058831,1.0
APTR,-0.26705733,-0.06897419,0.7894250322409566,1.0
LRRC8B,-0.26708362,0.08757622,0.7894047793307615,1.0
LSM11,-0.26749924,-0.45234022,0.7890848022426891,1.0
AL451085.2,-0.26754132,-0.17016537,0.7890524014822496,1.0
PIGM,-0.267615,-0.10075163,0.7889957010294026,1.0
C2orf92,-0.267615,-0.120228425,0.7889957010294026,1.0
AP4S1,-0.26777807,0.10427498,0.7888701540042552,1.0
AL591043.2,-0.2682568,-0.79013145,0.7885016444183772,1.0
MRPS16,-0.26843044,0.05316785,0.7883680207622795,1.0
PCED1A,-0.26854092,0.09371466,0.7882829907685455,1.0
MRPS12,-0.26859877,-0.03874609,0.7882384522547387,1.0
AD000090.1,-0.26861984,-1.5612855,0.7882222566031738,1.0
SS18L1,-0.26870927,-0.13698958,0.7881534261054642,1.0
AC004847.1,-0.2687303,-0.0914164,0.788137230934614,1.0
MSANTD3,-0.26880923,-0.18930566,0.7880764998596632,1.0
CXorf40B,-0.26908278,-0.117211424,0.7878659754428212,1.0
POMGNT1,-0.2696352,0.015028258,0.7874409253160395,1.0
CDK11A,-0.269672,0.08213197,0.7874125908904421,1.0
HSDL1,-0.26994032,0.06459933,0.787206162856791,1.0
SLC16A5,-0.27041382,-1.1022886,0.7868419145711113,1.0
AREL1,-0.27044538,-0.09145745,0.7868176330093424,1.0
AC139530.1,-0.27046642,-0.033572238,0.7868014454166545,1.0
AL691432.4,-0.27052957,-3.2349863,0.7867528831914212,1.0
ZNF497,-0.27058217,-3.4122653,0.7867124153039446,1.0
AL132989.2,-0.2706453,-3.4960063,0.786663854599389,1.0
IL2,-0.2706558,-4.059442,0.7866557612292916,1.0
Z94721.3,-0.27067685,-0.35059172,0.7866395745582431,1.0
PDZD8,-0.270982,0.06373107,0.7864048781924262,1.0
ALKBH5,-0.2711819,-0.019545324,0.7862511221284978,1.0
CCR1,-0.27146602,-1.112382,0.786032641009476,1.0
ARHGEF5,-0.27172905,-0.07824845,0.7858303586997335,1.0
BRPF1,-0.27179745,-0.13545509,0.7857777676669299,1.0
AC027237.2,-0.2718448,-1.3248736,0.785741359063038,1.0
TCEAL9,-0.2719658,-1.0483634,0.7856483169823566,1.0
C1orf198,-0.27209732,-1.4533247,0.785547187758773,1.0
MOK,-0.27236038,-0.7386701,0.7853449401704842,1.0
SDR42E1,-0.27295485,-0.30557272,0.7848879140166851,1.0
RFX2,-0.27302325,-0.5848711,0.7848353405400588,1.0
ZNF239,-0.27307585,-0.7103278,0.7847949000721897,1.0
CYP3A5,-0.2731232,-0.16754699,0.7847585041478435,1.0
DPH3,-0.27323368,-0.036284372,0.7846735821548845,1.0
COPS7A,-0.27344415,-0.11697288,0.7845118330703817,1.0
C11orf98,-0.27365458,-0.28800645,0.7843500932931785,1.0
PPP6C,-0.27388078,-0.03325962,0.7841762334208079,1.0
XYLB,-0.2739597,-3.1814063,0.7841155871618603,1.0
NBAS,-0.2744858,0.061315656,0.783711312292181,1.0
SLC35E4,-0.27480146,-0.42840454,0.783468775384019,1.0
ABCA3,-0.27495402,-1.2163022,0.7833515567517367,1.0
RAI2,-0.2753486,-21.250309,0.7830484279250776,1.0
FCGR3B,-0.2753486,-21.758957,0.7830484279250776,1.0
TRAV30,-0.2753486,-21.438286,0.7830484279250776,1.0
CMAS,-0.2756327,0.00017518339,0.7828301955586423,1.0
AL360091.3,-0.27574843,-0.8013235,0.7827412909741409,1.0
IER3-AS1,-0.27605882,-1.9713854,0.7825028790541605,1.0
DOK4,-0.27610618,-0.63143945,0.7824665129293878,1.0
RNF222,-0.2762114,-1.3910375,0.7823857010210171,1.0
SNTA1,-0.2762377,-0.3337084,0.7823654984108587,1.0
FAM178B,-0.27652705,-1.3670124,0.7821432793907243,1.0
ZNF222,-0.27672696,-0.27170974,0.7819897566343339,1.0
NAT1,-0.27690583,-0.36605695,0.7818524013669818,1.0
ANKS3,-0.27726358,0.05355101,0.7815777112458464,1.0
VNN2,-0.27794227,-0.060407717,0.781056682822626,1.0
AL353622.2,-0.27812114,-2.094171,0.780919373856656,1.0
AC034238.1,-0.2783421,-2.6437304,0.7807497663297858,1.0
STYK1,-0.27845782,-2.7963998,0.780660928454354,1.0
MTFMT,-0.27850518,-0.16359173,0.7806245865122858,1.0
SERAC1,-0.2785157,-0.29302314,0.7806165105902381,1.0
BOK,-0.278542,-3.091223,0.7805963208886619,1.0
AC092745.1,-0.27856305,-3.0884166,0.7805801692339096,1.0
HIST1H2BL,-0.27863145,-0.8019409,0.7805276770098928,1.0
AL133410.1,-0.27875772,-0.6455436,0.7804307709168046,1.0
ACP2,-0.27922067,-0.33485347,0.7800754777670049,1.0
FUCA2,-0.27922067,-0.32083258,0.7800754777670049,1.0
AC016596.1,-0.2794995,-0.44663575,0.7798615165474192,1.0
PSMB7,-0.2798257,0.018544171,0.7796112434532516,1.0
ADAT1,-0.28039914,0.031134432,0.779171302601531,1.0
RENBP,-0.28053066,-0.10235389,0.7790704087038103,1.0
PPCS,-0.2805517,0.00087173923,0.7790542660255877,1.0
JAGN1,-0.28080422,-0.032870635,0.7788605613225444,1.0
HOOK2,-0.28088313,0.07352402,0.7788000314191004,1.0
LINC02614,-0.2810252,-1.1086653,0.7786910809741595,1.0
NR4A3,-0.28115144,-0.20320903,0.7785942397852093,1.0
SMIM8,-0.28122512,0.08512657,0.7785377506791192,1.0
SCARF2,-0.28123036,-1.7517765,0.7785337157877393,1.0
BHLHE40-AS1,-0.28141975,-1.926695,0.7783884636747448,1.0
STAP2,-0.2816302,-1.8603743,0.7782270815180097,1.0
APBB3,-0.2819143,-0.054361068,0.7780092307788107,1.0
AC072061.1,-0.28200373,-0.15263028,0.7779406517487656,1.0
LINC01431,-0.28207737,-0.3986986,0.7778841761991959,1.0
CCDC84-DT,-0.2821142,-0.2176032,0.7778559388643902,1.0
SCNN1D,-0.2821142,-0.8899693,0.7778559388643902,1.0
AL662844.4,-0.282251,-0.020394875,0.7777510599038422,1.0
NEK5,-0.28312433,-0.5557532,0.7770815436076792,1.0
TOMM40L,-0.28312433,-0.747771,0.7770815436076792,1.0
THBS1,-0.28314537,-0.7638764,0.7770654127253027,1.0
BAZ1B,-0.2831559,0.06385941,0.7770573473201574,1.0
AC012360.3,-0.28317693,-0.026374782,0.7770412165819562,1.0
TRAV2,-0.283219,-4.4762926,0.7770089553939357,1.0
LINC00484,-0.283219,-5.0911937,0.7770089553939357,1.0
DTD2,-0.28328213,-0.030119596,0.7769605643329577,1.0
ORC5,-0.28356624,-0.20175463,0.7767428152707031,1.0
C17orf97,-0.28416598,-0.21110958,0.7762831804291724,1.0
GCAT,-0.28446585,-1.5555135,0.7760533923720168,1.0
F8A3,-0.28447112,-0.6755363,0.7760493611774931,1.0
CCDC102A,-0.28470787,-0.2430517,0.7758679636696989,1.0
PLEKHM3,-0.2848499,-0.119334005,0.7757591310330398,1.0
SLC35B4,-0.28488147,0.070980586,0.7757349466006035,1.0
UCP3,-0.28495514,-0.6271311,0.7756785171040377,1.0
HPS6,-0.2850288,-0.12857983,0.7756220887917997,1.0
L2HGDH,-0.28552333,-0.36324084,0.775243243673885,1.0
ROM1,-0.28587055,-1.0887249,0.7749772779956254,1.0
PARP16,-0.28588632,-0.18079714,0.7749651892736337,1.0
VSIG8,-0.28597575,-2.0565968,0.7748966875460678,1.0
VPS8,-0.2862125,0.14964665,0.774715367902019,1.0
FKRP,-0.2862809,-0.094103575,0.7746629889583527,1.0
IL6R-AS1,-0.28655446,-3.3778434,0.7744534834413686,1.0
CPB2-AS1,-0.2866597,-0.60288453,0.7743729087685991,1.0
RANGRF,-0.2866702,0.00066512823,0.7743648514349736,1.0
SIRT2,-0.2871437,-0.016716467,0.7740022965883793,1.0
CCDC61,-0.2874909,-0.21924795,0.7737364543560197,1.0
AC100786.1,-0.28750145,-0.49287435,0.7737283989448932,1.0
KLF3-AS1,-0.28753826,0.19970943,0.7737002051978552,1.0
ACTN1-AS1,-0.28786445,-21.35077,0.7734505021890785,1.0
CLDN5,-0.28786445,-21.641033,0.7734505021890785,1.0
AC097639.1,-0.28786445,-21.451391,0.7734505021890785,1.0
AL096794.1,-0.28786445,-21.45312,0.7734505021890785,1.0
EXOC7,-0.28790128,0.15930645,0.7734223113863732,1.0
AC007325.4,-0.28831163,-0.73632216,0.7731082055279804,1.0
PRR7-AS1,-0.28845367,-0.10118301,0.7729994852323193,1.0
ZNF433-AS1,-0.28860626,0.12981595,0.7728827165432403,1.0
LINC02731,-0.2890166,-1.6108633,0.7725686745533045,1.0
SRSF8,-0.28922176,0.04268783,0.7724116675214472,1.0
CARNS1,-0.28925335,-0.17360982,0.772387513420254,1.0
ALKBH2,-0.28985834,-0.06928258,0.771924602461972,1.0
RBMX,-0.28987414,0.028818294,0.7719125276096471,1.0
AC091978.1,-0.28992674,-0.5108018,0.7718722785008902,1.0
PMPCB,-0.2899899,0.035492554,0.7718239803807564,1.0
SDAD1,-0.2905107,-0.013819672,0.7714255546440973,1.0
LINC02828,-0.29093158,-2.7341945,0.7711036384854901,1.0
CERS6-AS1,-0.29095262,-3.0493183,0.7710875437117728,1.0
FOXD2,-0.2909842,-2.866404,0.7710634017359692,1.0
AL160171.1,-0.29106838,-3.4748354,0.7709990242179815,1.0
AL080276.2,-0.29111573,-0.17790705,0.7709628125572286,1.0
WASHC1,-0.29112098,0.00940167,0.7709587890701768,1.0
RBAKDN,-0.29163656,-1.0153515,0.7705645172483047,1.0
MFSD11,-0.2916997,0.022582207,0.7705162431378036,1.0
MCOLN1,-0.291726,-0.25873268,0.7704961291874581,1.0
SNRPA1,-0.2918207,0.042661447,0.7704237202443235,1.0
TANGO6,-0.29212582,-0.03351506,0.7701904161531963,1.0
CCHCR1,-0.29262036,-0.12876968,0.7698123467972745,1.0
SUFU,-0.29300967,-0.154,0.7695147562108069,1.0
POMC,-0.29319382,0.04396275,0.7693740157281606,1.0
AC008731.1,-0.2934411,-0.29364738,0.7691850333185598,1.0
ARHGEF40,-0.2935042,-0.3702398,0.7691367846874988,1.0
TSPAN6,-0.2938304,-1.6612904,0.7688875143396448,1.0
SLC31A1,-0.2938672,-0.66593325,0.7688593724136754,1.0
WHRN,-0.29395664,-0.4294937,0.7687910290043357,1.0
AC008875.2,-0.29407766,-0.8371588,0.7686985672516803,1.0
CNTD1,-0.29410923,-0.8120085,0.7686744473355108,1.0
AC006333.2,-0.29426706,-0.458686,0.7685538511139529,1.0
RPL34-AS1,-0.29431966,-0.6383128,0.7685136536179267,1.0
AC103702.2,-0.29441962,-2.5843315,0.7684372800903164,1.0
ITGAX,-0.29480368,-0.45510313,0.7681438658712686,1.0
POLR3H,-0.2951772,-0.14235748,0.7678585222632814,1.0
LLGL1,-0.29536134,-0.5209587,0.7677178714955837,1.0
AL109767.1,-0.29550862,-3.080126,0.7676053563886622,1.0
MAST4-AS1,-0.2956349,-3.5940394,0.7675089187665571,1.0
FAM161B,-0.29575065,-0.15713856,0.7674205207751978,1.0
LINC01727,-0.29575065,-4.222919,0.7674205207751978,1.0
AP005899.1,-0.29631883,-1.2786174,0.7669866109073535,1.0
BISPR,-0.29636618,-0.09865709,0.7669504550472688,1.0
TACO1,-0.29648718,-0.21979095,0.7668580590433609,1.0
AC005899.6,-0.29653978,-0.4884271,0.7668178879015635,1.0
GP1BA,-0.29657134,-1.2843741,0.7667937855172945,1.0
GRK6,-0.29659238,0.018004317,0.7667777173864658,1.0
AL021707.3,-0.2969291,-1.2713335,0.7665206409368137,1.0
TGFBI,-0.29701328,-0.4841499,0.7664563758390426,1.0
NAB2,-0.29702905,-0.45676208,0.7664443263120675,1.0
BRWD1,-0.2972816,0.10387041,0.7662515415646717,1.0
ADAL,-0.29740784,-0.14087287,0.7661551546173087,1.0
NKIRAS1,-0.29742363,-0.13599949,0.7661431065033502,1.0
HIST2H2AB,-0.29768667,-0.1146086,0.7659423129324825,1.0
HM13,-0.2976972,0.12712258,0.7659342815165963,1.0
TTBK2,-0.2977077,0.05735361,0.7659262501258673,1.0
DRAXIN,-0.29835483,-0.7991761,0.7654323679779451,1.0
ZNF317,-0.29848635,-0.005938984,0.7653319970800481,1.0
CCND2-AS1,-0.29849687,-2.0708714,0.7653239675784163,1.0
HSPA14-1,-0.29855475,-0.013534517,0.7652798057702488,1.0
AC130343.2,-0.2986231,-2.16568,0.7652276155261297,1.0
EXOSC1,-0.298681,-0.006169982,0.7651834553828669,1.0
ARAP3,-0.29868627,-2.3586564,0.7651794408622358,1.0
MKRN2,-0.29886514,-0.04846676,0.7650429509148968,1.0
CACNA1C-AS1,-0.2990335,-2.6674592,0.7649144964531471,1.0
DKK3,-0.2992071,-1.0323052,0.7647820345623492,1.0
FLVCR1-DT,-0.29969636,-0.25810984,0.7644087699011385,1.0
PEG13,-0.29972267,-1.1930684,0.7643887034581723,1.0
CHPF2,-0.29972795,-0.030202571,0.7643846901885636,1.0
MTMR2,-0.29986998,-0.16874978,0.7642763343015746,1.0
PDE6B,-0.29996994,-0.16387063,0.7642000866291495,1.0
ELOA-AS1,-0.30011725,-0.20400262,0.7640877258055252,1.0
ME1,-0.3003803,-21.53946,0.7638870938339517,1.0
AL161644.1,-0.3003803,-21.230972,0.7638870938339517,1.0
GREM2,-0.3003803,-21.411968,0.7638870938339517,1.0
TRAV8-6,-0.3003803,-21.531458,0.7638870938339517,1.0
AC079779.1,-0.3003803,-21.27324,0.7638870938339517,1.0
AC112907.3,-0.30045396,-0.52759033,0.7638309197220863,1.0
CDRT4,-0.30071172,-1.7763234,0.7636343201217226,1.0
CNNM2,-0.3007696,-0.21927442,0.7635901876117307,1.0
KIF1B,-0.300838,-0.19711211,0.7635380319993685,1.0
PPP4C,-0.3010537,-0.008933901,0.7633735482520548,1.0
POU6F1,-0.30114838,-0.10736883,0.7633013392486515,1.0
AC090948.2,-0.30151665,-1.6495888,0.7630205460383845,1.0
CBR3,-0.30195332,-0.1866048,0.7626876459203862,1.0
HIST1H2BI,-0.30197963,-1.0929133,0.7626675930974701,1.0
TMEM161A,-0.3024005,-0.106269956,0.7623467696027603,1.0
LRRFIP2,-0.3026004,0.06999465,0.7621943927427817,1.0
C15orf41,-0.3027898,-0.24933378,0.7620500442202459,1.0
FOPNL,-0.30289504,0.0507273,0.7619698541730956,1.0
AL391097.1,-0.30306864,-1.7254626,0.7618375461829703,1.0
AL031283.1,-0.30315283,-2.0097258,0.761773399360042,1.0
AC100810.3,-0.303237,-2.471644,0.761709254173994,1.0
MARS2,-0.3033685,-0.37580344,0.7616090305987335,1.0
RIC8A,-0.30339482,-0.045614056,0.7615889863634956,1.0
LRRC45,-0.30345795,-0.26951778,0.761540880851616,1.0
LINC02716,-0.30359474,-3.5767353,0.7614366554043303,1.0
TRAV38-2DV8,-0.3036684,-3.8299248,0.7613805358022327,1.0
C11orf74,-0.30367365,-0.34224027,0.7613765273072519,1.0
PAPOLG,-0.30386832,-0.023478989,0.7612282174958533,1.0
ADPRM,-0.30410507,0.0929,0.7610478525210258,1.0
EAF1-AS1,-0.3041945,-0.44428226,0.7609797180204305,1.0
AC093484.2,-0.30432603,-1.0927192,0.7608795235929313,1.0
LINC01725,-0.30466273,-0.26482996,0.7606230441365152,1.0
TYW1B,-0.3050152,-0.1807743,0.7603545703931931,1.0
TMEM63B,-0.3050678,-0.2708058,0.7603145021599345,1.0
ZFHX2-AS1,-0.30526248,0.12464137,0.7601662552891659,1.0
MOB3C,-0.30533612,-0.29458237,0.7601101641754211,1.0
CHD6,-0.30563074,0.087363094,0.759885812337443,1.0
ARPP19,-0.30576226,0.0028978267,0.7597856617878515,1.0
HLF,-0.30626205,-1.5842893,0.7594051264434599,1.0
CACNB2,-0.30655667,-0.7493454,0.7591808381520178,1.0
PLEKHG5,-0.3065777,-2.0886748,0.7591648183346612,1.0
CBX8,-0.3067671,-0.50872093,0.759020644630102,1.0
HSF1,-0.3068881,-0.027397765,0.7589285380371539,1.0
CLK3,-0.30689338,-0.017368633,0.7589245334802548,1.0
BACE1-AS,-0.3071459,-0.92810935,0.7587323223544675,1.0
PLCG1-AS1,-0.3077246,-0.37059358,0.7582918947703104,1.0
PIDD1,-0.30778775,0.09768521,0.7582438528667772,1.0
FAM171A2,-0.30794558,-1.0506256,0.7581237521923856,1.0
AC073115.2,-0.30798766,-2.4454412,0.7580917263315877,1.0
HIST1H3B,-0.30821913,-0.055878688,0.7579155915190753,1.0
SVOPL,-0.30826122,-4.0078306,0.7578835683575584,1.0
DENND6A-DT,-0.30827174,-5.9955153,0.7578755626320939,1.0
SCN1B,-0.30841905,-0.819904,0.757763485202538,1.0
ARF4-AS1,-0.30851376,-0.5257809,0.7576914381150508,1.0
HSD17B10,-0.30852428,0.00900453,0.7576834330130267,1.0
AC008897.2,-0.30905563,-1.3600594,0.7572792091704728,1.0
AP3S2,-0.30946073,-0.08368917,0.7569710831038208,1.0
PHLDB2,-0.30948177,-0.3744149,0.7569550776098597,1.0
ZNF823,-0.30948177,-0.4096768,0.7569550776098597,1.0
AC135782.3,-0.30968696,-1.8488114,0.7567990295074718,1.0
CSTF3,-0.30972376,-0.022860775,0.7567710219230673,1.0
EMC1-AS1,-0.3099658,-1.1925925,0.7565869800315732,1.0
AL139089.1,-0.3099658,-0.20415707,0.7565869800315732,1.0
DROSHA,-0.3099763,-0.10746066,0.7565789785232913,1.0
TXNDC17,-0.31031302,5.327896e-05,0.7563229440420066,1.0
AC139768.1,-0.31032878,-0.27575475,0.75631094308183,1.0
ZNF354A,-0.31068653,-0.1024573,0.7560389370889586,1.0
SNAI1,-0.3107181,0.032611907,0.7560149380111152,1.0
NCAPG2,-0.31080228,-0.43420786,0.7559509416210215,1.0
KLHL32,-0.3108496,-1.9816623,0.755914944387321,1.0
AC020922.4,-0.31094432,-2.0904574,0.7558429515094389,1.0
TEX261,-0.31094432,-0.11326706,0.7558429515094389,1.0
FPR1,-0.31128103,-2.321589,0.7555869940046721,1.0
AC103563.7,-0.31149146,-2.6529946,0.7554270341847172,1.0
CUL9,-0.31157038,0.15103784,0.7553670519550555,1.0
DGAT1,-0.31162298,-0.11457285,0.755327064621255,1.0
UBP1,-0.31202808,0.090377875,0.7550191841165332,1.0
RNF40,-0.31209648,-0.010450444,0.754967208129355,1.0
ATRIP,-0.312107,-0.13858695,0.7549592119220991,1.0
GOLGA8N,-0.3123227,-0.9071796,0.7547952954613822,1.0
LINC02029,-0.31263834,-1.2371782,0.7545554376197081,1.0
TRBV7-9,-0.31289613,-21.521368,0.7543595712729709,1.0
CLDN1,-0.31289613,-21.467186,0.7543595712729709,1.0
LINC00612,-0.31289613,-21.655779,0.7543595712729709,1.0
ZNF419,-0.31290665,-0.04040088,0.7543515770636958,1.0
BZW2,-0.31304345,-0.0021732212,0.754247654738527,1.0
ACAD9,-0.31319076,-0.09993664,0.7541357433648308,1.0
AP004609.3,-0.31330648,-0.03381089,0.7540478166216333,1.0
AL136419.3,-0.31352746,-0.07043256,0.7538799653301236,1.0
ERCC8,-0.31367475,-0.26362222,0.7537680709285903,1.0
AC020978.5,-0.31376418,-0.24160245,0.7537001375642233,1.0
AL157935.1,-0.3140062,-1.5955052,0.7535163274317724,1.0
ZNF783,-0.3148164,-0.08063751,0.7529010647834723,1.0
MUTYH,-0.31490582,-0.09735581,0.7528331557894499,1.0
BCORL1,-0.31523728,-0.29242584,0.752581509727795,1.0
NIT2,-0.31544772,-0.05154652,0.7524217480947321,1.0
RAB25,-0.31577387,-1.9338304,0.752174138523949,1.0
PLD1,-0.3160159,-2.9755812,0.7519904446755306,1.0
MBLAC1,-0.31629997,-0.3906056,0.7517748219965592,1.0
IGSF6,-0.31651044,-0.41157717,0.7516151139839384,1.0
ZNF354C,-0.31653148,-0.1449393,0.7515991437676156,1.0
PLOD3,-0.31686816,-0.22056231,0.7513436347781903,1.0
FOXN2,-0.3169839,-0.03830764,0.7512558098573796,1.0
MAPT,-0.31723642,-1.2635925,0.7510642030338419,1.0
AC012146.1,-0.3175521,0.013969427,0.7508247160904149,1.0
DDTL,-0.3176468,-0.81867236,0.7507528746872816,1.0
PKD1,-0.31776252,0.059145775,0.7506650714626206,1.0
AC009163.7,-0.31829914,-0.9383386,0.7502580259943628,1.0
AC105020.6,-0.31835178,-0.96489525,0.7502181233161251,1.0
PRR34,-0.31870425,-1.7966319,0.7499507926155944,1.0
NCKAP1,-0.31874633,-1.6023421,0.7499188745382579,1.0
MOSPD2,-0.31890944,-0.05406073,0.7497951960334105,1.0
AL596325.1,-0.3189252,-1.8771905,0.7497832274871667,1.0
ANKRD17,-0.319183,0.12018278,0.7495877497617092,1.0
TMEM9B-AS1,-0.3191935,-0.123874925,0.7495797714205905,1.0
AL136454.1,-0.31960386,-0.8805304,0.749268637025283,1.0
SLC4A5,-0.31990376,-0.43730307,0.7490412953835517,1.0
ANKRD26,-0.3199248,0.13072638,0.7490253424028133,1.0
ALKBH6,-0.32037723,-0.1264876,0.7486823793053771,1.0
MPZL2,-0.32072973,-3.825404,0.748415221570957,1.0
TGFA,-0.3207718,-4.2319894,0.7483833241577387,1.0
GYPA,-0.3208823,-0.016437594,0.7482995954970288,1.0
TSTD2,-0.32097173,-0.04354913,0.7482318173266103,1.0
AMPD2,-0.32098752,0.060425606,0.7482198566749638,1.0
AC008083.3,-0.32100856,-0.40889224,0.748203909233693,1.0
FYTTD1,-0.32109272,0.04612318,0.748140120545961,1.0
AC037459.2,-0.32122424,-0.24968801,0.7480404541730321,1.0
DMAC2,-0.32142943,0.028558044,0.7478849830397509,1.0
AC091729.3,-0.3216241,-0.40734833,0.747737494262807,1.0
WDR73,-0.32164514,0.14048508,0.7477215500831347,1.0
AL020997.5,-0.3220134,-0.65524644,0.7474425444141142,1.0
ARMCX1,-0.3221186,-1.79895,0.7473628345839477,1.0
UBTD1,-0.32228696,-1.7623066,0.7472353044752742,1.0
SHROOM1,-0.32229748,-0.78681445,0.7472273340731894,1.0
TFAM,-0.32241324,0.026102731,0.747139661434354,1.0
MISP3,-0.3225395,-1.8771874,0.7470440222868818,1.0
DUSP12,-0.32267103,-0.054302435,0.746944402316573,1.0
AC013400.1,-0.32267627,-2.0997837,0.7469404176056862,1.0
ZNF518B,-0.32323393,-0.033953954,0.7465180766322108,1.0
LYSMD4,-0.3232918,-0.5234468,0.7464742531529568,1.0
AC092329.4,-0.32350224,0.098163284,0.746314901959027,1.0
AC008914.1,-0.3238337,-2.8481615,0.746063945828445,1.0
C17orf67,-0.32416514,-0.038157217,0.7458130166319856,1.0
LINC01534,-0.32425982,-0.29288656,0.7457413275263911,1.0
ABCF3,-0.3245071,-0.14337328,0.7455541496856943,1.0
RNF227,-0.32464388,-0.79935676,0.745450610948583,1.0
AL121658.1,-0.32473332,-0.37228552,0.7453829150293209,1.0
NSMAF,-0.32529625,0.027978199,0.7449568740999175,1.0
TSNARE1,-0.32533833,-0.4185632,0.7449250237052165,1.0
ARMCX5,-0.32534358,-0.35329068,0.7449210424365422,1.0
SPRTN,-0.3253857,0.07309203,0.7448891925324762,1.0
TRBV19,-0.32541198,-21.684835,0.7448692865639259,1.0
LGALS9C,-0.32541198,-21.708961,0.7448692865639259,1.0
LINC02265,-0.32541198,-21.545233,0.7448692865639259,1.0
RNF19B,-0.32564873,-0.18762198,0.7446901405161199,1.0
RNF220,-0.32568556,-0.002088458,0.7446622745941658,1.0
AC002460.2,-0.3260959,-1.3531886,0.7443517912254438,1.0
HOXB3,-0.32622218,-0.8089037,0.7442562662371458,1.0
PLAT,-0.32668513,-0.7175098,0.7439060416195956,1.0
WARS2,-0.3272533,-0.12353998,0.743476292894587,1.0
ANGEL1,-0.3274059,-0.2810035,0.743360911006298,1.0
CANT1,-0.3275111,-0.024530595,0.7432813406480643,1.0
MYNN,-0.3278899,0.057657264,0.7429949100677303,1.0
GJC2,-0.32830027,-2.6445274,0.7426846504164946,1.0
AC073115.1,-0.32835287,-2.7387612,0.7426448765598238,1.0
GOLGA8O,-0.3284265,-2.9248774,0.7425891943147832,1.0
EXTL2,-0.32860538,-0.43564525,0.7424539716135403,1.0
FRY,-0.3286843,-0.05341078,0.7423943170659457,1.0
AC079305.3,-0.32875797,-0.3382575,0.7423386408841907,1.0
AL157893.2,-0.3288211,-0.4751131,0.7422909195156837,1.0
AL024508.2,-0.3290736,-1.2406116,0.7421000439497334,1.0
KIF19,-0.32951555,-2.0244625,0.7417660498815365,1.0
CYBRD1,-0.3295471,-1.3735396,0.7417421950226347,1.0
AC108925.1,-0.3300732,-1.6193634,0.7413446505899852,1.0
TCEANC,-0.3307045,-0.21810968,0.7408676883961163,1.0
NDUFS3,-0.3311149,0.00018140329,0.740557716353583,1.0
ZFR2,-0.3312306,-1.5434756,0.7404702959539733,1.0
SDHAF1,-0.33132532,-0.08905748,0.7403987726651876,1.0
CYTH4,-0.3317041,0.09668239,0.7401127019563063,1.0
CWC22,-0.3320829,0.04116762,0.739826667188842,1.0
KIF16B,-0.33215654,-0.07608325,0.7397710534942457,1.0
RXRB,-0.3323354,0.04073628,0.7396359973293549,1.0
AC147651.4,-0.33248273,-0.8811328,0.7395247806333166,1.0
ACY1,-0.33265108,-0.4143146,0.7393976825076862,1.0
USP19,-0.3327142,-0.16581121,0.7393500225454008,1.0
CNBD2,-0.33300355,-0.012072994,0.7391315938630935,1.0
KCTD21-AS1,-0.33307722,-0.6873058,0.7390759971946003,1.0
AC067945.4,-0.3331035,-3.3843865,0.7390561415720898,1.0
ASIC1,-0.33322978,-3.8827837,0.738960837006041,1.0
KATNA1,-0.33327186,-0.05019309,0.7389290697083635,1.0
AP001020.3,-0.33331397,-5.8585,0.7388973028562721,1.0
PLA2G6,-0.3335612,-0.12584053,0.7387106816016371,1.0
TNFRSF14,-0.33374536,0.00825133,0.7385717183249334,1.0
SNRNP48,-0.3343609,-0.009275066,0.7381072459533222,1.0
PPP1R3B,-0.33439773,0.09627424,0.7380794600368615,1.0
ALG11,-0.33458185,-0.025657099,0.7379405355878628,1.0
CTBP2,-0.33536574,-0.039325226,0.7373492101851397,1.0
PGM2,-0.33564457,-0.02868672,0.7371389104216588,1.0
SCAPER,-0.33646527,0.07228762,0.7365200291624444,1.0
RAC3,-0.33662838,-3.2523391,0.7363970666881199,1.0
ERP27,-0.33667573,-0.8169597,0.736361369169533,1.0
CBFA2T2,-0.33673885,-0.09759725,0.7363137733632937,1.0
RGS18,-0.337407,-0.9919361,0.7358101131333145,1.0
NPR2,-0.33792782,-21.54996,0.7354175748376679,1.0
TRBV7-2,-0.33792782,-21.636078,0.7354175748376679,1.0
AC211476.6,-0.33804885,-0.6662339,0.7353263889576404,1.0
KIAA0513,-0.33855388,-1.0741384,0.7349458273110724,1.0
ZNF674,-0.33865383,-1.1767807,0.7348705155289466,1.0
PSMD11,-0.3389011,-0.00395313,0.7346842289171026,1.0
FGF14-AS2,-0.33893266,-1.5894333,0.7346604487708679,1.0
AC025171.5,-0.3391747,-1.7242203,0.7344781427701805,1.0
CACNB3,-0.3391852,-1.8704082,0.7344702167616906,1.0
CUTC,-0.33934304,-0.035012625,0.7343513300292114,1.0
